,parents,has_nurs,form,children,housing,finance,social,health,target
4900,pretentious,proper,incomplete,3,critical,convenient,slightly_prob,not_recom,not_recom
5880,pretentious,less_proper,foster,1,critical,inconv,slightly_prob,priority,priority
2831,usual,critical,completed,1,less_conv,convenient,problematic,recommended,priority
7529,pretentious,critical,incomplete,more,less_conv,convenient,problematic,recommended,spec_prior
2928,usual,critical,completed,3,convenient,inconv,slightly_prob,priority,spec_prior
8295,pretentious,very_crit,incomplete,2,less_conv,inconv,problematic,priority,spec_prior
4225,usual,very_crit,foster,3,convenient,inconv,slightly_prob,not_recom,not_recom
3507,usual,very_crit,complete,1,critical,inconv,problematic,priority,spec_prior
5292,pretentious,less_proper,complete,3,convenient,convenient,nonprob,priority,priority
9209,great_pret,proper,incomplete,3,less_conv,inconv,slightly_prob,recommended,priority
665,usual,proper,foster,1,less_conv,convenient,nonprob,recommended,priority
396,usual,proper,completed,more,less_conv,convenient,nonprob,priority,priority
11033,great_pret,improper,foster,1,less_conv,convenient,nonprob,recommended,spec_prior
750,usual,proper,foster,2,critical,inconv,slightly_prob,priority,priority
10603,great_pret,improper,completed,1,less_conv,convenient,nonprob,not_recom,not_recom
3724,usual,very_crit,completed,1,critical,inconv,problematic,not_recom,not_recom
4158,usual,very_crit,foster,2,convenient,convenient,nonprob,priority,spec_prior
3005,usual,critical,completed,more,critical,convenient,nonprob,recommended,priority
11171,great_pret,improper,foster,3,critical,inconv,slightly_prob,recommended,spec_prior
3772,usual,very_crit,completed,2,critical,inconv,nonprob,not_recom,not_recom
7922,pretentious,very_crit,complete,3,critical,convenient,slightly_prob,recommended,spec_prior
8875,great_pret,proper,completed,1,less_conv,convenient,nonprob,not_recom,not_recom
10559,great_pret,improper,complete,more,less_conv,inconv,slightly_prob,recommended,spec_prior
1260,usual,less_proper,completed,more,less_conv,convenient,nonprob,priority,priority
3721,usual,very_crit,completed,1,critical,inconv,slightly_prob,not_recom,not_recom
8049,pretentious,very_crit,completed,2,convenient,convenient,slightly_prob,priority,spec_prior
183,usual,proper,complete,more,less_conv,convenient,slightly_prob,priority,priority
7151,pretentious,critical,completed,1,less_conv,convenient,problematic,recommended,spec_prior
9617,great_pret,less_proper,complete,3,convenient,convenient,problematic,recommended,priority
12065,great_pret,critical,foster,more,less_conv,convenient,problematic,recommended,spec_prior
7701,pretentious,critical,foster,3,less_conv,inconv,problematic,priority,spec_prior
7775,pretentious,very_crit,complete,1,convenient,convenient,nonprob,recommended,priority
2294,usual,improper,incomplete,3,less_conv,inconv,nonprob,recommended,priority
4149,usual,very_crit,foster,1,critical,inconv,nonprob,priority,spec_prior
1188,usual,less_proper,completed,3,convenient,convenient,nonprob,priority,priority
4518,pretentious,proper,complete,more,critical,convenient,nonprob,priority,priority
9450,great_pret,proper,foster,more,convenient,convenient,nonprob,priority,priority
12411,great_pret,very_crit,completed,2,critical,inconv,nonprob,priority,spec_prior
3790,usual,very_crit,completed,3,convenient,inconv,nonprob,not_recom,not_recom
8254,pretentious,very_crit,incomplete,1,critical,inconv,nonprob,not_recom,not_recom
1510,usual,less_proper,incomplete,more,critical,inconv,problematic,not_recom,not_recom
1177,usual,less_proper,completed,2,critical,convenient,problematic,not_recom,not_recom
301,usual,proper,completed,2,less_conv,inconv,slightly_prob,not_recom,not_recom
80,usual,proper,complete,2,less_conv,inconv,nonprob,recommended,very_recom
7994,pretentious,very_crit,completed,1,convenient,convenient,slightly_prob,recommended,priority
10140,great_pret,less_proper,incomplete,more,critical,convenient,problematic,priority,spec_prior
2564,usual,improper,foster,more,less_conv,inconv,nonprob,recommended,priority
10800,great_pret,improper,incomplete,1,convenient,convenient,nonprob,priority,spec_prior
4865,pretentious,proper,incomplete,3,convenient,convenient,problematic,recommended,priority
2736,usual,critical,complete,3,critical,convenient,nonprob,priority,spec_prior
2050,usual,improper,completed,2,critical,inconv,problematic,not_recom,not_recom
6257,pretentious,improper,complete,more,critical,inconv,slightly_prob,recommended,priority
6585,pretentious,improper,incomplete,2,critical,inconv,problematic,priority,spec_prior
10424,great_pret,improper,complete,2,convenient,convenient,slightly_prob,recommended,priority
5001,pretentious,proper,foster,1,less_conv,inconv,problematic,priority,priority
12100,great_pret,very_crit,complete,1,convenient,convenient,slightly_prob,not_recom,not_recom
3994,usual,very_crit,incomplete,2,critical,inconv,problematic,not_recom,not_recom
10575,great_pret,improper,complete,more,critical,inconv,nonprob,priority,spec_prior
4992,pretentious,proper,foster,1,less_conv,convenient,problematic,priority,priority
8153,pretentious,very_crit,completed,more,convenient,convenient,nonprob,recommended,priority
870,usual,less_proper,complete,1,convenient,convenient,problematic,priority,priority
9245,great_pret,proper,incomplete,more,convenient,inconv,slightly_prob,recommended,priority
5027,pretentious,proper,foster,2,convenient,convenient,problematic,recommended,priority
3567,usual,very_crit,complete,3,convenient,convenient,slightly_prob,priority,spec_prior
6776,pretentious,improper,foster,2,less_conv,inconv,nonprob,recommended,priority
7662,pretentious,critical,foster,2,critical,inconv,slightly_prob,priority,spec_prior
6989,pretentious,critical,complete,2,less_conv,convenient,problematic,recommended,spec_prior
10872,great_pret,improper,incomplete,2,less_conv,convenient,nonprob,priority,spec_prior
4744,pretentious,proper,completed,more,critical,inconv,nonprob,not_recom,not_recom
4448,pretentious,proper,complete,3,less_conv,convenient,slightly_prob,recommended,priority
8154,pretentious,very_crit,completed,more,convenient,convenient,nonprob,priority,spec_prior
4115,usual,very_crit,foster,1,convenient,inconv,slightly_prob,recommended,spec_prior
1762,usual,improper,complete,1,less_conv,inconv,problematic,not_recom,not_recom
1828,usual,improper,complete,2,critical,inconv,nonprob,not_recom,not_recom
4872,pretentious,proper,incomplete,3,convenient,inconv,slightly_prob,priority,priority
8148,pretentious,very_crit,completed,3,critical,inconv,slightly_prob,priority,spec_prior
8664,great_pret,proper,complete,1,less_conv,convenient,problematic,priority,priority
9541,great_pret,less_proper,complete,1,critical,convenient,nonprob,not_recom,not_recom
12680,great_pret,very_crit,incomplete,3,critical,inconv,nonprob,recommended,spec_prior
6901,pretentious,improper,foster,more,critical,convenient,problematic,not_recom,not_recom
5329,pretentious,less_proper,complete,3,critical,convenient,nonprob,not_recom,not_recom
8214,pretentious,very_crit,incomplete,1,convenient,convenient,problematic,priority,spec_prior
12761,great_pret,very_crit,foster,1,less_conv,convenient,nonprob,recommended,spec_prior
4023,usual,very_crit,incomplete,3,less_conv,inconv,nonprob,priority,spec_prior
11102,great_pret,improper,foster,2,less_conv,inconv,problematic,recommended,spec_prior
12064,great_pret,critical,foster,more,less_conv,convenient,slightly_prob,not_recom,not_recom
5718,pretentious,less_proper,incomplete,2,critical,inconv,slightly_prob,priority,priority
8368,pretentious,very_crit,incomplete,3,critical,inconv,problematic,not_recom,not_recom
2636,usual,critical,complete,1,critical,inconv,nonprob,recommended,priority
1034,usual,less_proper,complete,more,convenient,inconv,nonprob,recommended,priority
2917,usual,critical,completed,3,convenient,convenient,nonprob,not_recom,not_recom
798,usual,proper,foster,3,critical,convenient,problematic,priority,priority
290,usual,proper,completed,2,less_conv,convenient,slightly_prob,recommended,very_recom
12019,great_pret,critical,foster,3,less_conv,inconv,slightly_prob,not_recom,not_recom
3355,usual,critical,foster,3,convenient,convenient,problematic,not_recom,not_recom
10983,great_pret,improper,incomplete,more,less_conv,convenient,slightly_prob,priority,spec_prior
10014,great_pret,less_proper,incomplete,2,less_conv,convenient,problematic,priority,spec_prior
9150,great_pret,proper,incomplete,2,less_conv,convenient,problematic,priority,spec_prior
2877,usual,critical,completed,2,convenient,inconv,problematic,priority,priority
4944,pretentious,proper,incomplete,more,less_conv,inconv,slightly_prob,priority,priority
1635,usual,less_proper,foster,3,convenient,inconv,problematic,priority,priority
10546,great_pret,improper,complete,more,convenient,inconv,problematic,not_recom,not_recom
8623,pretentious,very_crit,foster,more,critical,convenient,nonprob,not_recom,not_recom
9052,great_pret,proper,completed,more,less_conv,inconv,problematic,not_recom,not_recom
1405,usual,less_proper,incomplete,3,convenient,convenient,nonprob,not_recom,not_recom
9688,great_pret,less_proper,complete,more,less_conv,convenient,slightly_prob,not_recom,not_recom
8181,pretentious,very_crit,completed,more,less_conv,inconv,nonprob,priority,spec_prior
12719,great_pret,very_crit,incomplete,more,less_conv,inconv,slightly_prob,recommended,spec_prior
1939,usual,improper,complete,more,critical,inconv,slightly_prob,not_recom,not_recom
7683,pretentious,critical,foster,3,convenient,inconv,problematic,priority,spec_prior
3871,usual,very_crit,completed,more,critical,convenient,nonprob,not_recom,not_recom
1047,usual,less_proper,complete,more,less_conv,convenient,slightly_prob,priority,priority
1876,usual,improper,complete,3,critical,convenient,slightly_prob,not_recom,not_recom
3673,usual,very_crit,completed,1,convenient,convenient,nonprob,not_recom,not_recom
10745,great_pret,improper,completed,more,convenient,convenient,nonprob,recommended,priority
555,usual,proper,incomplete,3,convenient,inconv,problematic,priority,priority
12614,great_pret,very_crit,incomplete,2,less_conv,inconv,problematic,recommended,spec_prior
7417,pretentious,critical,incomplete,2,less_conv,convenient,nonprob,not_recom,not_recom
2146,usual,improper,completed,more,critical,convenient,slightly_prob,not_recom,not_recom
3867,usual,very_crit,completed,more,less_conv,inconv,problematic,priority,spec_prior
9168,great_pret,proper,incomplete,2,critical,convenient,problematic,priority,spec_prior
1690,usual,less_proper,foster,more,convenient,inconv,problematic,not_recom,not_recom
8337,pretentious,very_crit,incomplete,3,less_conv,convenient,slightly_prob,priority,spec_prior
535,usual,proper,incomplete,2,critical,inconv,slightly_prob,not_recom,not_recom
11450,great_pret,critical,completed,1,convenient,convenient,slightly_prob,recommended,priority
7279,pretentious,critical,completed,3,critical,convenient,problematic,not_recom,not_recom
4734,pretentious,proper,completed,more,critical,convenient,nonprob,priority,priority
2486,usual,improper,foster,3,convenient,convenient,slightly_prob,recommended,very_recom
785,usual,proper,foster,3,less_conv,inconv,slightly_prob,recommended,priority
8115,pretentious,very_crit,completed,3,convenient,inconv,problematic,priority,spec_prior
1859,usual,improper,complete,3,less_conv,convenient,problematic,recommended,priority
4926,pretentious,proper,incomplete,more,convenient,inconv,slightly_prob,priority,priority
7123,pretentious,critical,complete,more,critical,inconv,slightly_prob,not_recom,not_recom
3021,usual,critical,completed,more,critical,inconv,problematic,priority,spec_prior
6365,pretentious,improper,completed,2,critical,inconv,slightly_prob,recommended,priority
10033,great_pret,less_proper,incomplete,2,critical,convenient,problematic,not_recom,not_recom
6420,pretentious,improper,completed,3,critical,inconv,slightly_prob,priority,spec_prior
5328,pretentious,less_proper,complete,3,critical,convenient,nonprob,priority,priority
2348,usual,improper,incomplete,more,less_conv,inconv,nonprob,recommended,priority
2180,usual,improper,incomplete,1,less_conv,convenient,slightly_prob,recommended,very_recom
725,usual,proper,foster,2,less_conv,convenient,problematic,recommended,priority
11614,great_pret,critical,completed,more,convenient,convenient,slightly_prob,not_recom,not_recom
3154,usual,critical,incomplete,3,less_conv,convenient,slightly_prob,not_recom,not_recom
4066,usual,very_crit,incomplete,more,convenient,inconv,problematic,not_recom,not_recom
3185,usual,critical,incomplete,more,convenient,convenient,nonprob,recommended,priority
9564,great_pret,less_proper,complete,2,convenient,convenient,problematic,priority,priority
5969,pretentious,less_proper,foster,3,less_conv,inconv,slightly_prob,recommended,priority
6086,pretentious,improper,complete,1,critical,convenient,slightly_prob,recommended,priority
6120,pretentious,improper,complete,2,less_conv,convenient,nonprob,priority,priority
3473,usual,very_crit,complete,1,less_conv,convenient,nonprob,recommended,priority
2425,usual,improper,foster,1,critical,inconv,slightly_prob,not_recom,not_recom
